iter	Logloss
549	0.1590148784
550	0.1588364213
551	0.1586586564
552	0.1584572262
553	0.158287557
554	0.1581838255
555	0.1580555103
556	0.1578655667
557	0.1577020574
558	0.1575467145
559	0.1573570817
560	0.1571778757
561	0.1570197211
562	0.1568524255
563	0.1566718207
564	0.1565570549
565	0.1564337413
566	0.156311572
567	0.1562484317
568	0.156173155
569	0.1559945707
570	0.1558673435
571	0.1557550501
572	0.1555759713
573	0.1553679996
574	0.155201255
575	0.1550705239
576	0.1549295072
577	0.15476402
578	0.1545790778
579	0.1544193974
580	0.1542794969
581	0.1541057163
582	0.1539728094
583	0.1538330643
584	0.1536326938
585	0.1534099155
586	0.1532050804
587	0.1530169169
588	0.1529151493
589	0.1527182544
590	0.1524970584
591	0.1523178666
592	0.1521204348
593	0.1519641452
594	0.1518526289
595	0.1516443182
596	0.1514500795
597	0.1512554593
598	0.1510622519
599	0.1508788356
600	0.1507433432
601	0.1505759063
602	0.150405248
603	0.1502885465
604	0.1501404939
605	0.1499491515
606	0.1497971711
607	0.1496533429
608	0.1494732044
609	0.1493225522
610	0.1491261094
611	0.149034161
612	0.1488659046
613	0.1487049668
614	0.148518852
615	0.1484349004
616	0.1482712498
617	0.1481445878
618	0.1479722341
619	0.1477959527
620	0.1476247434
621	0.1474629437
622	0.1473314073
623	0.1471781695
624	0.1469819952
625	0.1468057279
626	0.1466478418
627	0.1465302361
628	0.1463613157
629	0.1461659184
630	0.1460888757
631	0.1459378702
632	0.1457619561
633	0.1455882602
634	0.1454355876
635	0.145241038
636	0.1450781646
637	0.1449310868
638	0.144767733
639	0.144634049
640	0.1445077967
641	0.1443101106
642	0.1442018014
643	0.1440516295
644	0.1439113476
645	0.1437156112
646	0.1435350489
647	0.1433666229
648	0.1432546262
649	0.1431271306
650	0.1429471758
651	0.1427949128
652	0.1427001671
653	0.1425478759
654	0.1424080319
655	0.1423356515
656	0.1422126487
657	0.1420965689
658	0.1419261085
659	0.1417581488
660	0.1415807936
661	0.1413824576
662	0.1411830054
663	0.1410677592
664	0.1409239875
665	0.1408312762
666	0.1406348052
667	0.1405428003
668	0.1404046377
669	0.1402426119
670	0.1400888937
671	0.1399106767
672	0.1398078636
673	0.1396310877
674	0.1394867508
675	0.1393407751
676	0.1391763899
677	0.1389959547
678	0.1388520417
679	0.138743888
680	0.1385903111
681	0.1384213483
682	0.1383190155
683	0.1381318834
684	0.1379741245
685	0.1378697431
686	0.1376902545
687	0.1375023312
688	0.1373927081
689	0.1372855999
690	0.1370872215
691	0.1369593868
692	0.1367663631
693	0.1366321422
694	0.1364726596
695	0.1363234061
696	0.1361541465
697	0.1359772294
698	0.1358145255
699	0.135644616
700	0.135452327
701	0.1352904143
702	0.1351199115
703	0.134952743
704	0.1348373131
705	0.1346593927
706	0.1344772339
707	0.1343191076
708	0.1341498622
709	0.1339577004
710	0.1338005207
711	0.1336918018
712	0.1335851034
713	0.1334031847
714	0.1332782322
715	0.1331327226
716	0.1329626295
717	0.1327926636
718	0.132652537
719	0.1324984515
720	0.1323967545
721	0.1322246693
722	0.1320355168
723	0.1318990637
724	0.1317475919
725	0.1316223003
726	0.1314818488
727	0.1313263222
728	0.1312372561
729	0.1311228152
730	0.1310029206
731	0.1309227414
732	0.1308333644
733	0.1306580438
734	0.1305767766
735	0.1304362403
736	0.1302881311
737	0.1301238025
738	0.1299574393
739	0.1298097681
740	0.1296607265
741	0.129625603
742	0.1294612461
743	0.1292890478
744	0.1291635584
745	0.1290653935
746	0.128919658
747	0.1288002438
748	0.1286992391
749	0.1285357157
750	0.1283993474
751	0.1282721202
752	0.1281283061
753	0.1280050207
754	0.1278858044
755	0.1277184098
756	0.1275863082
757	0.1274155511
758	0.127322755
759	0.1271733319
760	0.1270894792
761	0.1269334581
762	0.1268399698
763	0.1267563149
764	0.1266779299
765	0.1265219088
766	0.1263596429
767	0.1262459649
768	0.1261193452
769	0.1260423731
770	0.1259433605
771	0.1258424971
772	0.1257209778
773	0.1255790569
774	0.1254766959
775	0.1253835749
776	0.1252171693
777	0.1250706143
778	0.1249142965
779	0.1247509992
780	0.1246507433
781	0.124506689
782	0.124329461
783	0.1241672657
784	0.1240801917
785	0.1239704556
786	0.12389662
787	0.1238013373
788	0.1236446239
789	0.123467184
790	0.123337018
791	0.1231950831
792	0.1230806421
793	0.1229266697
794	0.1227966026
795	0.1226734585
796	0.1225112491
797	0.1223602012
798	0.1222039117
799	0.1220386646
800	0.1218952885
801	0.1218058268
802	0.1216758445
803	0.121519781
804	0.1213332423
805	0.1212095331
806	0.1210880421
807	0.1209943136
808	0.1208390413
809	0.1206844471
810	0.1206116005
811	0.1205307855
812	0.1204162739
813	0.1202782808
814	0.1201882115
815	0.1200751834
816	0.1199005692
817	0.1197813811
818	0.1196623202
819	0.1195193962
820	0.1194068909
821	0.1192658036
822	0.1191030432
823	0.119035848
824	0.118906445
825	0.1188074889
826	0.1186649323
827	0.1185184691
828	0.1183603499
829	0.1182039897
830	0.1181195365
831	0.1179732853
832	0.1178683952
833	0.1177214163
834	0.1176128953
835	0.1174958264
836	0.1173831092
837	0.1172171134
838	0.1170687711
839	0.1169509252
840	0.1168068497
841	0.1166563882
842	0.1165251131
843	0.1163717341
844	0.1162618143
845	0.1161661501
846	0.1160253383
847	0.1159095058
848	0.1157513866
849	0.1156116203
850	0.1155114209
851	0.1153753351
852	0.1152262087
853	0.1150923128
854	0.1149552946
855	0.1148027137
856	0.1146787361
857	0.1145264943
858	0.1143927256
859	0.1143209316
860	0.1141856441
861	0.114060847
862	0.1139354565
863	0.1138028392
864	0.1136647684
865	0.1135675218
866	0.1134343324
867	0.1132725398
868	0.1131552025
869	0.1130720492
870	0.1129530942
871	0.1128212258
872	0.1126685319
873	0.1126088178
874	0.1124631952
875	0.1124025557
876	0.112279341
877	0.1121585705
878	0.1120598546
879	0.1119436617
880	0.1118230113
881	0.1116770568
882	0.1115668615
883	0.1114232169
884	0.1113316854
885	0.1111981569
886	0.111091974
887	0.1110064118
888	0.110859546
889	0.1107506646
890	0.1106362873
891	0.1105093497
892	0.1103758989
893	0.1102507768
894	0.110119855
895	0.1100462949
896	0.1099460037
897	0.1098062374
898	0.1097125301
899	0.1095830847
900	0.1094552217
901	0.1093659295
902	0.1092541871
903	0.1091363907
904	0.1090664192
905	0.1089418199
906	0.1088185699
907	0.108711603
908	0.1086449658
909	0.1085448654
910	0.1084299865
911	0.1083233021
912	0.1082635809
913	0.1082112701
914	0.1081180784
915	0.1080022317
916	0.1079374384
917	0.1078192252
918	0.1076975505
919	0.1075536799
920	0.107416485
921	0.107339089
922	0.107264653
923	0.1071349391
924	0.1069971367
925	0.1069037331
926	0.1067656764
927	0.1066338433
928	0.1065097385
929	0.1064320529
930	0.10629596
931	0.1061753732
932	0.1060788826
933	0.1060300615
934	0.1059128373
935	0.1057894036
936	0.10565851
937	0.105515148
938	0.1053774516
939	0.1052530218
940	0.1051598584
941	0.1050166801
942	0.1048854969
943	0.1047952299
944	0.1046653465
945	0.1045561331
946	0.1044394316
947	0.1043226171
948	0.1041977494
949	0.1040866781
950	0.1039742152
951	0.1038507108
952	0.1037599776
953	0.1036165661
954	0.1035104328
955	0.1033741209
956	0.1033095607
957	0.10320614
958	0.1030729223
959	0.1029692191
960	0.1028893294
961	0.1027776294
962	0.1026601579
963	0.1025559602
964	0.1024418654
965	0.1023286113
966	0.1022225345
967	0.1021454423
968	0.102056136
969	0.1019207425
970	0.1018086539
971	0.1016616186
972	0.1015999547
973	0.1015089671
974	0.1014398363
975	0.1013814926
976	0.1013311174
977	0.1012087363
978	0.1010772423
979	0.1009581884
980	0.1008377499
981	0.1007245099
982	0.100611284
983	0.1004735523
984	0.1003928997
985	0.1002914287
986	0.1001888982
987	0.1000798261
988	0.09999410135
989	0.09994287844
990	0.09983340369
991	0.09969745919
992	0.09958493268
993	0.09945782555
994	0.09938808017
995	0.099267345
996	0.09917535429
997	0.09906446669
998	0.09895119844
999	0.09887392962
1000	0.09878913738
1001	0.09865505077
1002	0.09853648433
1003	0.09845853735
1004	0.09835530034
1005	0.09827869557
1006	0.09814454538
1007	0.0980308674
1008	0.09796130569
1009	0.09787783446
1010	0.0977682043
1011	0.09769031383
1012	0.09757043344
1013	0.09747320105
1014	0.09736131032
1015	0.09725816515
1016	0.09718181469
1017	0.09712474964
1018	0.09707008644
1019	0.09694277445
1020	0.09683111685
1021	0.09674524378
1022	0.09668540955
1023	0.09657532727
1024	0.09647810194
1025	0.09636439571
1026	0.0962752872
1027	0.09621699298
1028	0.09612896531
1029	0.09602428012
1030	0.09590581258
1031	0.09581727628
1032	0.0957404949
1033	0.09563471476
1034	0.09550896397
1035	0.09539202937
1036	0.09531815847
1037	0.09521576917
1038	0.09511597245
1039	0.09504216512
1040	0.09496783504
1041	0.09486445674
1042	0.09474267606
1043	0.09462022428
1044	0.09453225312
1045	0.0944105007
1046	0.09434489497
1047	0.09426198889
1048	0.09415008404
1049	0.09407876333
1050	0.09396705627
1051	0.09383237627
1052	0.09377804509
1053	0.09367137485
1054	0.09355953358
1055	0.09344644193
1056	0.09334808632
1057	0.09322659528
1058	0.0931384899
1059	0.09308927324
1060	0.09298605742
1061	0.0928910432
1062	0.09280421646
1063	0.09269194426
1064	0.09261738106
1065	0.09251940692
1066	0.09242200498
1067	0.09230742278
1068	0.09219701555
1069	0.09207380083
1070	0.09199964029
1071	0.09192955582
1072	0.09182913038
1073	0.09173008248
1074	0.09160149186
1075	0.09151163454
1076	0.09142885561
1077	0.09138624403
1078	0.091288722
1079	0.09118242617
1080	0.0910647357
1081	0.09095549407
1082	0.09090375547
1083	0.09081851112
1084	0.09072771426
1085	0.09065422482
1086	0.09056635256
1087	0.09043972581
1088	0.09031828421
1089	0.09021956832
1090	0.09010870192
1091	0.08999830175
1092	0.08992264359
1093	0.08981830456
1094	0.08970647741
1095	0.08961507303
1096	0.08952996289
1097	0.08942392137
1098	0.08938908047
1099	0.08929848848
1100	0.08917764734
1101	0.08909751044
1102	0.08902896599
1103	0.08895197974
1104	0.08886736411
1105	0.08875961304
1106	0.08869295473
1107	0.08863617932
1108	0.08856017501
1109	0.08848578135
1110	0.08843320211
1111	0.08835596862
1112	0.08825781787
1113	0.08818034419
1114	0.08811347396
1115	0.08801239861
1116	0.0879082927
1117	0.08784133063
1118	0.08777686225
1119	0.08766497153
1120	0.08758535738
1121	0.08751625485
1122	0.08742141017
1123	0.0873727304
1124	0.08727444543
1125	0.08716812134
1126	0.08704428496
1127	0.08694843716
1128	0.08683768378
1129	0.08674515618
1130	0.08662893507
1131	0.08655923914
1132	0.08648402603
1133	0.0864176291
1134	0.08633548595
1135	0.08627278363
1136	0.08620438752
1137	0.08608964991
1138	0.08598456913
1139	0.08587130087
1140	0.08575610408
1141	0.08566834485
1142	0.08558391288
1143	0.08551117932
1144	0.0854262458
1145	0.08532074822
1146	0.08522268225
1147	0.08515351613
1148	0.08507450245
1149	0.08501052856
1150	0.08493907363
1151	0.08489923124
1152	0.08480078379
1153	0.08472668683
1154	0.08465999321
1155	0.08461656217
1156	0.08454505779
1157	0.08443715131
1158	0.0843328264
1159	0.08424670608
1160	0.08413632711
1161	0.084055618
1162	0.08396229214
1163	0.08386327955
1164	0.0838040811
1165	0.08372359099
1166	0.08363288597
1167	0.08358592281
1168	0.08347610191
1169	0.08337504775
1170	0.08329207809
1171	0.08319141953
1172	0.08311503375
1173	0.08301681942
1174	0.08292470861
1175	0.0828326967
1176	0.08277539854
1177	0.08271470246
1178	0.08258794855
1179	0.08249640995
1180	0.082383615
1181	0.08231495045
1182	0.08218698855
1183	0.08209593738
1184	0.08200009664
1185	0.08194854171
1186	0.08186701315
1187	0.08181325418
1188	0.08171789381
1189	0.08161814654
1190	0.0815152133
1191	0.0814382977
1192	0.08136026594
1193	0.0813081812
1194	0.081236147
1195	0.08114620491
1196	0.08105604384
1197	0.08099920485
1198	0.08092180888
1199	0.08084266097
1200	0.08075819369
1201	0.08066908518
1202	0.08058367129
1203	0.08049816555
1204	0.08041957573
1205	0.08031982846
1206	0.08020840398
1207	0.08014637276
1208	0.08008523164
1209	0.08003573947
1210	0.07993847882
1211	0.079831964
1212	0.07974114595
1213	0.07964457053
1214	0.07954783969
1215	0.07952065644
1216	0.07944609324
1217	0.07933813024
1218	0.07925898234
1219	0.07917969315
1220	0.07912915548
1221	0.0790441725
1222	0.07895391959
1223	0.07888384219
1224	0.0788394928
1225	0.07875970911
1226	0.07869321329
1227	0.07859018114
1228	0.07850387008
1229	0.07841706453
1230	0.07836032444
1231	0.07830492655
1232	0.07820881031
1233	0.07814424303
1234	0.07804530815
1235	0.07795955517
1236	0.07786500719
1237	0.07777945907
1238	0.07766482035
1239	0.07759148633
1240	0.07755355835
1241	0.0774739654
1242	0.07740511011
1243	0.07734711965
1244	0.07728035538
1245	0.07721981472
1246	0.07712460977
1247	0.07703179253
1248	0.07694109458
1249	0.07686443329
1250	0.07679619259
1251	0.07675148293
1252	0.07664130882
1253	0.07655340124
1254	0.07647652096
1255	0.07641525975
1256	0.07634377656
1257	0.07627851698
1258	0.0762218546
1259	0.076151756
1260	0.0760667377
1261	0.07599325533
1262	0.07590214058
1263	0.07583090464
1264	0.07577893292
1265	0.07569248765
1266	0.07560954624
1267	0.07552311509
1268	0.07542778298
1269	0.0753397765
1270	0.0752551326
1271	0.07516568502
1272	0.07506783803
1273	0.07498606929
1274	0.07489979355
1275	0.0748284022
1276	0.07476757191
1277	0.07470241123
1278	0.07462158203
1279	0.0745426178
1280	0.07448456376
1281	0.07440215217
1282	0.07431633561
1283	0.07425894561
1284	0.0742154298
1285	0.07416703966
1286	0.07407923804
1287	0.07402079547
1288	0.07396381519
1289	0.07391156797
1290	0.07386394077
1291	0.07377780632
1292	0.07370722735
1293	0.0736349671
1294	0.07355557194
1295	0.07349045365
1296	0.07340075175
1297	0.0733246556
1298	0.07326164246
1299	0.0731917346
1300	0.07310581914
1301	0.0730411247
1302	0.07295738503
1303	0.07289127774
1304	0.07284103676
1305	0.07275041651
1306	0.07268859722
1307	0.0726513686
1308	0.07259937569
1309	0.07251195554
1310	0.07243245443
1311	0.07235271313
1312	0.07226335737
1313	0.07217554163
1314	0.07209926181
1315	0.07204813781
1316	0.07198239786
1317	0.07192731787
1318	0.07184814171
1319	0.07178115845
1320	0.07171304491
1321	0.07163601628
1322	0.07156319795
1323	0.07148458693
1324	0.07141562568
1325	0.07138391424
1326	0.07132332413
1327	0.07128874461
1328	0.07121105901
1329	0.07114668952
1330	0.07108915823
1331	0.07103804129
1332	0.07099323273
1333	0.07091992696
1334	0.07085148847
1335	0.07076473943
1336	0.07068676419
1337	0.07066504867
1338	0.07061029364
1339	0.07056173395
1340	0.0705046901
1341	0.07042685615
1342	0.07035027963
1343	0.07026625739
1344	0.07019334016
1345	0.07012368661
1346	0.07005564372
1347	0.06997396681
1348	0.06990309821
1349	0.06986996686
1350	0.06979866028
1351	0.06972069917
1352	0.06962538825
1353	0.06954412107
1354	0.06948951439
1355	0.06941669605
1356	0.0693396321
1357	0.06928431899
1358	0.06921314663
1359	0.06915425901
1360	0.06906735456
1361	0.06899308099
1362	0.06890580919
1363	0.06885250233
1364	0.06880204236
1365	0.06875660508
1366	0.06870144032
1367	0.06863721212
1368	0.06857464402
1369	0.06852228377
1370	0.06847185206
1371	0.06839880767
1372	0.06834837596
1373	0.06827687864
1374	0.06819580926
1375	0.06814645131
1376	0.06807549795
1377	0.06802472715
1378	0.06797659132
1379	0.0679363392
1380	0.06789371349
1381	0.06783332118
1382	0.06779396622
1383	0.06770761984
1384	0.06764519303
1385	0.06755650132
1386	0.06750981366
1387	0.06744676519
1388	0.06737583302
1389	0.06732401671
1390	0.06723529674
1391	0.06714699357
1392	0.06708551336
1393	0.0670123842
1394	0.06696476407
1395	0.06689917953
1396	0.06681324994
1397	0.06674440172
1398	0.06667038246
1399	0.06660504518
1400	0.06651276482
1401	0.0664372974
1402	0.06637322461
1403	0.06630393841
1404	0.0662316287
1405	0.0661692584
1406	0.0660958608
1407	0.06601080718
1408	0.06594783642
1409	0.06587913654
1410	0.06581820735
1411	0.06575982129
1412	0.06571786669
1413	0.06568826746
1414	0.0656163251
1415	0.06557692069
1416	0.06551363203
1417	0.06543050695
1418	0.0653789379
1419	0.06531547264
1420	0.06524237174
1421	0.06517417343
1422	0.06511396479
1423	0.06506524263
1424	0.06499460715
1425	0.06493120547
1426	0.06483698244
1427	0.06476544274
1428	0.0646755713
1429	0.06460019571
1430	0.06453124152
1431	0.06446900544
1432	0.06440791377
1433	0.06434576953
1434	0.06431876289
1435	0.06426320959
1436	0.06419330173
1437	0.06413846899
1438	0.06406555176
1439	0.06401158086
1440	0.06394161648
1441	0.06387740948
1442	0.06382928778
1443	0.06377317641
1444	0.06369955981
1445	0.06363431436
1446	0.06358454669
1447	0.06354319255
1448	0.06346658777
1449	0.0634053195
1450	0.06334682041
1451	0.06328014091
1452	0.06321086177
1453	0.06313521774
1454	0.06308737861
1455	0.06301966773
1456	0.06293616118
1457	0.06287054839
1458	0.06281647859
1459	0.06275643243
1460	0.06269458488
1461	0.06262592033
1462	0.06259690744
1463	0.06254355819
1464	0.06252678059
1465	0.06246090642
1466	0.06238577101
1467	0.06230984441
1468	0.06228978192
1469	0.06223730864
1470	0.06219260604
1471	0.0621232492
1472	0.0620896516
1473	0.06200829965
1474	0.06192126804
1475	0.06186536153
1476	0.06178870025
1477	0.06172503719
1478	0.06168399387
1479	0.06165214115
1480	0.06159313343
1481	0.06151289057
1482	0.0614553169
1483	0.06140020865
1484	0.06134156121
1485	0.06128542865
1486	0.06122918306
1487	0.06118305348
1488	0.06111345644
1489	0.06107338799
1490	0.06101865415
1491	0.06095277292
1492	0.06087943889
1493	0.06080446596
1494	0.06077943731
1495	0.06071787234
1496	0.06066651521
1497	0.06064049756
1498	0.0605586723
1499	0.06052702445
